Frame,L5 x,L5 y,L5 z,L3 x,L3 y,L3 z,T12 x,T12 y,T12 z,T8 x,T8 y,T8 z,Neck x,Neck y,Neck z,Head x,Head y,Head z,Right Shoulder x,Right Shoulder y,Right Shoulder z,Right Upper Arm x,Right Upper Arm y,Right Upper Arm z,Right Forearm x,Right Forearm y,Right Forearm z,Right Hand x,Right Hand y,Right Hand z,Left Shoulder x,Left Shoulder y,Left Shoulder z,Left Upper Arm x,Left Upper Arm y,Left Upper Arm z,Left Forearm x,Left Forearm y,Left Forearm z,Left Hand x,Left Hand y,Left Hand z,Right Upper Leg x,Right Upper Leg y,Right Upper Leg z,Right Lower Leg x,Right Lower Leg y,Right Lower Leg z,Right Foot x,Right Foot y,Right Foot z,Right Toe x,Right Toe y,Right Toe z,Left Upper Leg x,Left Upper Leg y,Left Upper Leg z,Left Lower Leg x,Left Lower Leg y,Left Lower Leg z,Left Foot x,Left Foot y,Left Foot z,Left Toe x,Left Toe y,Left Toe z
4719,-0.448453277,-0.102265357,-0.396598615,-0.647471943,-0.153330292,-0.572964997,-0.846490609,-0.204395227,-0.749331378,-0.996461862,-0.247953624,-0.881516072,-0.895169297,0.040007009,-0.609387541,-0.674415714,0.565152211,-0.101154872,0.244819505,0.295587171,0.856101692,0.019293072,0.049468952,0.289810036,-0.647618589,0.051592161,0.437517101,-0.477555745,1.501736905,1.369818257,0.17823348,-0.088717823,0.23943683,3.146989001,-3.21797575,-1.056682124,11.84585882,-1.559509383,6.20463204,6.128601059,4.165234969,10.56973704,-0.535926233,0.563347828,0.380354886,-0.098969395,-0.065343397,0.126989473,0.125940681,0.292915397,0.173078741,0.100878424,0.307506557,0.173373262,-0.029756041,-0.384178068,0.161052691,0.120009502,0.101340589,0.145070949,0.034702567,0.238476093,0.14667305,0.021495896,0.243193758,0.146630233
4720,-0.248850085,0.044021023,-0.127841089,-0.375303758,0.05623055,-0.181002427,-0.501757431,0.068440077,-0.234163765,-0.314320127,0.526167631,-0.084456868,-0.592557775,0.201044679,-0.092641409,-0.421671919,0.373248336,0.304887913,-0.323677966,0.42226965,0.156137632,-0.039103764,0.089774939,0.890901153,-0.64080759,0.296228838,1.227860483,-0.981163479,1.638781369,-0.029893258,0.704782666,-0.335558553,0.427941051,-0.235856956,-0.177231221,0.516454473,1.359362169,-2.828602127,-0.138810388,-5.579598483,2.578899876,5.603112014,-0.052765616,0.395082125,0.442255472,-0.618123289,0.399281441,0.390893574,0.003367462,0.444216141,0.550461762,0.017324344,0.365395633,0.376592474,-0.401808376,-0.261145415,0.569308398,-0.466104603,0.02188407,0.468396348,-0.119794477,0.29556083,0.497849664,-0.076309489,0.344283708,0.453072411
4721,0.273877178,0.222275978,0.318578132,0.396124697,0.316831193,0.460004768,0.518372216,0.411386409,0.601431405,0.621009962,0.469626606,0.706528848,0.430288272,0.254656617,0.41507212,0.12333154,-0.155849509,-0.126685294,0.143386494,0.218494987,-0.406019979,-0.267677585,0.92321127,0.980765776,-0.354187666,0.931286185,0.937588081,-0.424947029,1.999661389,2.26326937,1.458034189,-0.146505761,0.185918513,0.808332911,-0.075238588,1.844131827,-4.82632816,-0.553404154,1.604880702,-6.269972826,0.549670787,3.117112922,0.392732456,-0.317208204,-0.076019917,-0.70533208,0.94071045,-0.119206896,0.16117618,0.630786683,0.208714103,0.142051311,0.644147904,0.208387532,-0.555389341,0.539484882,0.212564978,-0.488108799,0.323785825,0.131190109,0.007172479,0.574632258,0.175190057,-0.000922307,0.582554164,0.174916779
4722,0.475524413,0.186129285,-0.028609994,0.689702173,0.265487902,-0.041337575,0.903879934,0.34484652,-0.054065155,1.083937737,0.386225561,-0.065187187,0.87386969,0.008452826,0.042575349,0.53660225,-0.703049768,0.242311306,1.31227277,0.149450147,0.145433378,-0.375248688,0.915802579,0.408872363,0.616411935,2.531268308,2.218405401,-0.127793177,0.36366258,2.154542149,1.805307564,-0.166985806,0.19190654,-0.214311518,-0.308599244,1.665281334,-3.214568346,-0.839975458,-0.736357597,-2.547299937,3.465409534,0.646384576,0.485120927,-0.358800706,-0.27516633,-0.842832566,0.95741253,-0.32830372,0.109122093,0.276503422,0.105067729,0.096449758,0.286099867,0.104591613,-0.053512072,0.241610014,0.008780848,-0.565848947,0.235045829,-0.066756392,0.085886776,0.360377951,0.074537459,0.082601361,0.367588438,0.074285325
4723,0.574415983,0.395689199,-0.104606223,0.802398088,0.611816088,-0.136410907,1.030380193,0.827942977,-0.168215592,1.350145378,1.296471593,-0.378891631,1.046450639,0.435685372,0.123715794,0.888741024,-0.567308032,0.743080587,1.078105324,0.237100294,0.215542549,-0.672024295,0.848138015,0.046073942,1.068886472,2.643225005,2.168269464,0.652732435,2.236882463,2.30894614,1.155564349,-0.076058809,0.577155655,-0.207976847,1.299898663,1.170593418,-3.999949211,3.393795192,1.737251902,-0.177592284,0.907504108,-2.033822956,0.055415955,-0.147264221,-0.152064197,-1.025651564,0.568863036,-0.275772954,-0.067762852,0.03010533,0.214440579,-0.048744789,0.032295307,0.086920251,0.178565341,-0.186443667,-0.004530558,-0.670806286,0.145283946,-0.076852189,-0.071361902,0.204467012,0.066003055,-0.023004987,0.261740528,0.034953058
4724,0.294034509,-0.027458102,0.397278335,0.431985333,-0.042772662,0.573913654,0.569936157,-0.058087222,0.750548973,0.679472026,-0.086041195,0.883323112,0.775032244,-0.140486752,0.827591663,0.957955141,-0.230418317,0.726117134,0.437312628,0.000459966,0.449573282,-0.608722631,0.416321705,0.228396122,1.352842757,3.024015702,0.222485254,1.32252359,2.620995953,2.18035533,0.385054093,-0.075879844,0.391169443,-0.283483473,1.58499373,0.304272348,-3.248820478,3.294535382,1.839736893,-2.849926278,-0.456188347,-2.804308908,-0.016880807,0.079322507,-0.043547053,-0.903884346,0.388990323,-0.19170115,0.016015925,-0.044005629,0.229930702,0.020177073,-0.041166948,0.229991833,0.286510274,-0.153430528,-0.036571181,-0.551012893,-0.070558817,-0.064473177,-0.054269874,-0.102284163,0.094496879,-0.046909298,-0.097019379,0.09469034
4725,-0.282988444,-0.552601867,0.411899409,-0.399975068,-0.802021955,0.595067524,-0.516961692,-1.051442043,0.778235638,-0.615579001,-1.247771952,0.915414036,-0.186536264,-0.816590337,0.697512903,0.589417618,0.00308029,0.292850509,-0.198701458,-0.274572213,0.223161496,-0.152921285,0.090316983,0.544389655,1.802875689,2.954745017,-0.049867237,2.161765351,1.898098775,0.19311897,0.069872863,-0.594338323,0.06402039,-0.015097219,1.164653726,-0.582323349,-2.032797131,3.143822069,3.234036171,-4.492133493,-0.975476492,-2.626641527,0.061198792,0.599208382,0.116993499,-0.477588354,0.317682644,-0.074546881,0.084704072,-0.161144974,0.276455149,0.094256709,-0.161139569,0.276532941,0.264865473,-0.15839932,-0.032942062,-0.412997092,-0.134440824,-0.023808651,-0.072061455,-0.278172122,0.143649925,-0.061443904,-0.27354616,0.143945847
4726,-0.283843433,-0.009961073,0.292678097,-0.339031631,0.015690061,0.405780647,-0.394219829,0.041341194,0.518883197,0.025517143,1.192368793,-0.584376218,-0.154208918,0.01889371,0.35974745,-0.017244689,0.091693238,-0.237972411,-0.148026693,-0.513222364,0.428145319,0.247861281,-0.212997231,0.76824817,1.05340403,0.840075133,0.98966537,2.042639338,2.431686854,0.075664179,-0.265366146,-0.891094151,-0.186494956,-0.391298757,0.457126329,-1.149284068,-0.047503157,1.585219781,2.408461834,-7.81187967,-3.50898545,-0.107463385,-0.179108101,1.046412084,0.399530927,-0.391707158,0.375035135,0.083684866,-0.099538913,-0.186697373,0.292338112,-0.109999983,-0.162621805,0.38608683,0.146970301,-0.121833876,0.093477236,-0.795751671,-0.161126176,0.110888965,-0.309363883,-0.155134091,0.303144447,-0.311267437,-0.151787167,0.342454542
4727,-0.114175214,0.034368136,-0.272913449,-0.156241144,0.044852887,-0.39433987,-0.198307075,0.055337637,-0.515766292,-0.232025364,0.031794408,-0.604050915,-0.31981566,0.089997536,-0.643358405,-0.458487905,0.155110979,-0.710649219,-0.173497706,-1.070304506,0.08153382,0.845287018,-1.145122135,0.917813318,-0.008081931,0.287252588,1.510678367,1.168448767,2.75558224,-0.553355766,-0.952222828,-0.972511084,-0.677833087,0.06550577,-0.540978341,-0.806724025,3.062778503,-0.820192695,-0.576118881,-6.111785478,-4.401751962,3.588017668,-0.355230806,0.329157486,0.157178794,-0.342371433,0.093071827,0.05165888,-0.19630003,-0.227618258,0.205589387,-0.183825153,-0.230507499,0.205497138,0.253645566,-0.102071926,-0.012067328,-0.87448237,-0.267976291,0.188639136,-0.640787736,-0.535329208,0.288280955,-0.623279125,-0.529728552,0.288978875
4728,-0.327504396,-0.561798997,-0.142292523,-0.463929699,-0.818389419,-0.205614274,-0.600355003,-1.074979841,-0.268936026,-0.700651351,-1.309088766,-0.315809908,-0.696023006,-0.859979253,-0.509224934,-0.641405898,-0.095610612,-0.8655816,-0.557088679,-1.584155285,-0.364940992,1.064976929,-1.730325118,0.614753471,0.125091507,0.02951555,1.014559597,0.055621478,3.451688624,-0.28644354,-1.444660437,-0.669987696,-1.262056907,0.570612108,-2.687931781,-0.923010955,6.876569676,-2.417838773,0.212246492,2.32078178,-3.054753724,4.38753999,-0.418667494,-0.553641019,-0.114661942,-0.538096107,-0.548704625,-0.028393922,-0.257491892,-0.506066102,0.114773442,-0.244291143,-0.509143967,0.114706575,0.264797796,-0.573644069,-0.120766913,-0.699492064,-0.611528499,0.045883281,-0.454879012,-0.850364181,0.194276291,-0.434257667,-0.842992596,0.19485601
4729,-0.247132666,-0.163521636,-0.269572644,-0.358070975,-0.303991247,-0.401480567,-0.469009284,-0.444460857,-0.533388489,-0.594034463,-0.614932501,-0.692330707,-0.639033693,-0.192989835,-0.693031488,-0.631098013,0.280962176,-0.715478427,-0.974156799,-1.036342524,-0.654454505,0.090450571,-1.403421713,-0.539640408,0.84268127,0.818916506,0.770073553,0.257972224,4.890838803,0.512639468,-0.823162223,-0.440560891,-0.54750858,0.94060295,-2.472651464,-0.299026077,6.792524032,-3.222039971,-0.376848234,4.366789763,-1.924668212,3.835137296,-0.308387055,-0.335671146,-0.242765719,-0.47233243,-0.068259291,-0.143435955,-0.20588713,0.040060612,-0.04144016,-0.216719301,-0.03660756,-0.050394155,0.001398716,-1.069995358,0.176770383,-0.170520725,-0.534012006,-0.025471373,-0.257330113,-0.564590226,-0.06272905,-0.327786191,-0.637905575,0.035879762
4730,-0.319900814,0.023579366,-0.079275682,-0.453906004,0.034739383,-0.114494966,-0.587911193,0.045899399,-0.149714249,-0.67913874,-0.00623397,-0.177206356,-0.61117711,0.420285453,-0.168760004,-0.414107242,1.109024523,-0.1542097,-0.86189432,0.759709422,-0.763732822,0.066822522,0.197056471,-0.49263089,1.301021427,1.232594966,0.569650664,0.118890561,5.905019919,0.956840244,-0.284836496,0.703230395,0.380568864,1.96449543,0.086196228,-1.009502102,6.796842487,-0.629076621,-2.652196724,1.834351781,-0.089592712,2.462380165,0.283305401,0.765504992,-0.176542754,-0.136590892,1.168980097,0.030725573,-0.281711668,1.109196584,0.059361526,-0.268437794,1.103126723,0.059507527,-0.462752145,0.13119748,0.384603061,0.695459341,0.690665381,0.079358826,0.267303598,0.85808734,-0.050274147,0.282662293,0.869501221,-0.050540915
4731,-0.166922558,-0.339834075,-0.319906658,-0.234883407,-0.486719281,-0.462352508,-0.302844257,-0.633604488,-0.604798357,-0.338931418,-0.801205194,-0.714623953,-0.283940593,-0.533667218,-0.499991922,-0.110306803,-0.119084134,-0.105607876,-0.517601351,0.262283488,-0.774332917,0.44901572,-0.189967602,-0.787298641,1.172899386,-0.804983774,-0.417610637,-0.492704047,4.009865522,0.643007853,0.134011018,0.076004952,-0.161587025,0.49094069,0.47675158,-0.649366764,3.533634471,1.027188344,-3.412294507,0.631181591,-0.447120321,-4.065080948,0.449958482,-0.467710286,-0.490958305,0.364516825,-0.014441785,-0.297712487,-0.049825238,0.251319639,-0.412313834,-0.037707951,0.242742922,-0.412222753,-0.393934331,0.572815412,-0.226176486,1.238364133,0.430564659,-0.326354081,0.675833466,0.507399268,-0.60364765,0.682856301,0.515220965,-0.604064816
4732,-0.057051237,-1.509534127,-0.235138017,-0.103913098,-1.766606299,-0.256301682,-0.150774959,-2.02367847,-0.277465347,0.076389593,-1.783499492,0.034473838,-0.191811965,-1.968506222,-0.10433316,0.016003723,-1.64904634,0.346268824,0.10670672,-0.82801529,-0.579721108,-0.233348201,-0.596934061,-0.748328867,0.188881303,-2.921955894,-0.588603074,-0.280106393,0.998514736,0.95825038,0.734728111,-1.16418078,0.048544216,0.295408333,0.816066788,-0.031536077,1.331568758,2.403915618,-3.103748443,-1.292509273,-3.158473908,-8.129005737,0.511506231,-1.199468952,-0.278231193,0.843465408,-1.378302373,-0.283601326,0.168600026,-1.009115838,-0.512428645,0.169519414,-0.920310639,-0.431302117,0.308511843,1.432408707,-0.848847718,1.346118273,-0.479691168,-0.476754815,0.618604013,-0.514747473,-0.68335526,0.669483095,-0.448646293,-0.670059332
4733,0.201469546,0.116207611,0.090626735,0.297762583,0.16568517,0.130697697,0.39405562,0.215162729,0.17076866,0.479502907,0.213330515,0.196346238,0.170156826,-0.392422425,0.264717961,-0.356296371,-1.537584545,0.390052973,0.024786458,0.113842117,-0.203596018,-0.304343572,0.250766934,-0.428334861,-1.272321467,-2.456929183,-0.197778369,-0.904618144,-1.579788182,1.151531427,0.775426672,-0.501682855,0.677376237,-0.473852021,0.582778168,1.147600863,-3.445897205,5.568011728,-1.559886063,-2.950434547,-1.074462094,-9.436402529,-0.067068813,0.155319114,0.186445553,0.550478235,-0.850739705,0.090735208,-0.102219543,-0.315473949,-0.227382053,-0.09828169,-0.32021216,-0.227521011,0.644290921,0.934343835,-0.424938097,0.702907069,0.103719701,-0.099776561,0.031888661,-0.060065505,-0.269265972,0.02692316,-0.056623042,-0.269160095
4734,-0.03788106,0.108384456,0.317075602,-0.048246356,0.153795007,0.457639939,-0.058611652,0.199205558,0.598204275,-0.052190304,0.197246318,0.702437962,-0.246494584,-0.21265308,0.599350593,-0.566819983,-0.99450702,0.411138386,0.436137551,0.802894883,0.256810815,-0.542931074,1.366263021,-0.064287492,-1.33044379,-0.930723339,-0.399560021,-0.940910206,-1.450503481,-0.856076341,0.209467194,0.585471642,0.278811624,-1.199960138,0.625907144,0.873752784,-6.63234978,4.214938258,-1.941874465,-0.984215689,-0.369631777,-5.209788546,-0.546219363,0.607543265,0.375078813,0.348121479,-0.708889435,0.193999166,-0.219665908,0.007313233,-0.096332944,-0.220755611,0.005842565,-0.096352261,0.255098287,0.016572751,0.058690086,0.330485853,0.068128782,0.191749396,-0.33207305,-0.031567389,0.052325896,-0.340036206,-0.02790714,0.052472896
4735,0.123554974,0.804370631,0.035195915,0.18513547,1.066254972,0.03130562,0.246715966,1.328139312,0.027415325,0.431838742,1.883969887,-0.292087292,0.101205559,0.818330116,0.130195238,-0.266277571,-0.042363563,0.200934428,0.408520381,0.6112856,0.073405101,-0.611080008,1.228031733,-0.409833126,-1.037827782,-0.164571225,-0.72643062,-0.923478903,-0.329656659,-0.511056608,-0.36912045,0.716185727,-0.070433964,-0.194417373,0.066321574,-0.218509805,-5.69191897,1.513680513,-1.973950766,-1.048592234,-0.78672988,-0.946509116,-0.741379264,0.442035391,0.09107822,0.098102144,-0.66456709,-0.029737021,-0.366507541,-0.026968246,-0.254386968,-0.369029505,-0.084031625,-0.294681155,-0.194412483,-0.464578973,0.031644418,0.035796538,-0.300687526,0.068005631,-0.41306523,-0.087570949,-0.089601577,-0.409270736,-0.080890158,-0.076489002
4736,-0.096012168,0.235999581,-0.167070639,-0.135537124,0.33897783,-0.241362305,-0.175062081,0.44195608,-0.315653971,-0.19119767,0.48696799,-0.370002932,-0.156495561,0.59122948,-0.284555992,-0.066161356,0.741176453,-0.12308304,-0.286017189,0.071909487,-0.231045997,-0.516739332,-0.164903631,-0.466429723,-1.094224391,0.329960966,-0.181446858,-1.05807672,-0.198516877,-0.339023389,-0.852904556,0.356018297,-0.313193527,0.008682159,0.237192545,-0.598872782,-1.286871799,2.156141945,-0.120537852,-0.591626511,0.383371,-0.146600847,-0.629112929,-0.077893696,-0.090274557,-0.050610699,-0.616987181,-0.031495714,-0.378203027,-0.283848056,-0.194490545,-0.386278136,-0.27858282,-0.194383815,-0.206194901,-0.918165516,0.064214919,0.097683391,-0.449845581,-0.046078473,-0.278389357,-0.207008002,-0.169056535,-0.29134542,-0.202001895,-0.168834417
4737,-0.4057103,-0.518919444,0.242886895,-0.584760898,-0.751381441,0.350879904,-0.763811496,-0.983843438,0.458872913,-0.889683176,-1.18002239,0.53985176,-0.579609102,-0.506371463,0.247184057,0.015298762,0.7093837,-0.295695979,-0.680229608,-0.174680716,-0.162864498,-0.42348997,-0.310302765,0.060515915,-0.86360457,0.64340717,0.361904381,-1.584625085,0.920660005,0.001686993,-0.68027789,0.117357478,-0.068891293,-1.38291115,0.182814646,0.346355681,0.955692584,3.399880528,-0.187529889,-0.468346622,-1.729985441,-2.728506097,-0.1245888,-0.528427025,-0.008486274,-0.006825564,-0.469622682,0.162848287,-0.442356329,-0.34398287,-0.003352644,-0.452663026,-0.337610459,-0.003281383,-0.311657821,-0.560869004,0.092876912,-0.202797343,-0.145469521,-0.01059086,-0.400623861,-0.203299013,0.001830136,-0.414830269,-0.196256793,0.001841061
4738,-0.145931908,-0.338599421,0.087693127,-0.211376531,-0.399004517,0.143094083,-0.276821154,-0.459409613,0.19849504,-0.16481743,-0.049404237,-0.183280635,-0.195843379,-0.180964591,-0.025216209,-0.080613583,0.17688402,-0.494759513,-0.408326954,0.033450754,-0.167762147,-0.172556884,0.024053198,-0.060329501,-0.389733464,1.435918709,0.680903918,-0.922301085,2.235940751,0.258007553,-0.386817102,0.120982549,-0.200315613,-0.701710248,0.267142035,0.832732617,2.840360243,4.782991057,-0.485026869,1.879735961,-2.488258301,-3.554761273,0.428123835,-0.428281417,-0.084235379,0.328149139,-0.240630678,0.05986524,-0.071539538,-0.178868457,-0.082257525,-0.06639532,-0.190287903,-0.127330115,-0.128565658,-0.135332918,-0.0708741,-0.277024754,-0.042973575,0.003766163,-0.25339281,-0.268790205,0.009716767,-0.152169348,-0.143236115,-0.007351668
4739,0.138876926,0.27877097,-0.002333467,0.202912488,0.400901445,-0.003325519,0.26694805,0.523031919,-0.004317571,0.321354754,0.592683984,-0.004484558,0.078217015,0.436197782,-0.14125188,-0.335862528,0.091859237,-0.393164248,-0.090921091,0.545832198,-0.029388974,0.154546087,0.611009533,0.13383874,0.632746562,2.21386509,1.047493054,-0.729168318,2.700399086,0.373230253,-0.048657993,0.585960577,-0.17714705,0.695370228,-0.324950623,0.436816581,0.225508374,0.874809482,0.817879116,3.176809405,-1.904689253,-2.162184126,0.862866439,0.011299514,-0.065280439,0.762203774,0.322926396,-0.079544011,0.342375389,0.165369927,-0.149250943,0.327035745,0.173192047,-0.149029861,0.193067712,0.089550346,-0.006061115,0.10063831,0.111272397,-0.002352858,0.138580197,0.098109191,-0.005093171,0.12418739,0.106114427,-0.005126757
4740,0.089237692,0.156224278,0.133036969,0.130677223,0.224879494,0.192260425,0.172116754,0.29353471,0.25148388,0.199891305,0.32674185,0.296245277,-0.133048612,0.312565446,0.066107403,-0.727810072,0.230409848,-0.357578308,-0.376228193,0.421936037,0.231540423,0.135815889,0.697857622,0.223221706,0.523518445,0.826665574,1.029681581,-0.024107564,3.24556225,1.007605304,-0.385033319,0.266271882,0.172769923,0.838173118,-3.075533315,0.189727271,-2.297598688,-8.59398789,1.924323586,3.524616471,-1.026705759,3.599922303,0.676522279,0.091044316,-0.080355534,0.452408702,0.400297985,-0.09376432,0.363168205,0.255957908,-0.102811947,0.345646211,0.263917735,-0.102593332,-0.219417152,-0.214387283,0.172696542,0.334663995,0.155656787,-0.009571326,0.323148432,0.128353612,-0.032014163,0.308771909,0.135995245,-0.031853598
4741,-0.233682368,-0.183028559,0.11888157,-0.288873791,-0.203529803,0.166601849,-0.344065214,-0.224031047,0.214322128,-0.702861045,-1.01826326,0.511207769,-0.69556271,-0.125392571,0.003612961,-1.09277154,0.067397247,-0.390324462,-1.077803275,0.016449652,-0.004028225,-0.132313317,0.272345709,0.341919913,1.412365145,-0.120985329,0.054850301,1.358256975,1.218131711,2.262786977,-0.744630254,-0.226688654,0.711030842,1.773766241,-3.184876287,0.24145216,-1.383887793,-14.60019049,4.323502493,2.888264271,1.959244885,10.9949256,0.29310096,-0.34024197,-0.13067048,0.056851931,0.03226944,-0.050149533,0.111997937,-0.046040221,-0.027519275,0.116430582,-0.097218608,-0.112653514,-0.56586958,0.087118791,-0.005706178,0.351593131,0.058913762,-0.064107545,0.325687914,-0.039508009,-0.04184032,0.268684661,-0.104740631,0.019705163
4742,-0.412888315,-0.346407229,0.129760601,-0.597468105,-0.502385107,0.187505319,-0.782047895,-0.658362985,0.245250038,-0.939878507,-0.777744029,0.286322702,-1.071629376,-0.449698357,0.0817448,-1.331448161,0.114367146,-0.29701839,-1.384349754,0.086164685,-0.166130642,-0.55066759,0.232506432,0.229776114,1.253328608,0.066512471,0.442245431,1.894064042,-0.354957611,2.126989823,-0.944810441,0.084400223,0.740259044,1.381749724,-2.32407641,0.367095213,5.007743933,-9.426091631,2.292201206,2.814356241,4.22890838,13.77535878,0.173095541,-0.885956572,-0.180518795,0.064869756,0.078067592,0.108195458,-0.034446298,-0.090740737,0.05237582,-0.052893445,-0.085375632,0.052166774,-0.47745179,0.732336964,-0.176718155,0.271601502,0.32259913,-0.066864832,0.149661501,0.044375304,-0.067624421,0.132096401,0.049607835,-0.067483683
4743,-0.257196212,0.126436986,-0.219650801,-0.374521313,0.180524024,-0.31732433,-0.491846413,0.234611062,-0.41499786,-0.594438854,0.267075644,-0.488768851,-0.685935446,0.165201001,-0.363575127,-0.877966642,-0.087393508,-0.12943104,-0.681981466,0.669456091,0.012396072,-0.912971212,0.298726601,-0.270611842,0.713864915,0.380076506,0.348553388,0.722213808,-0.339571836,1.365310434,-0.320369941,0.854905701,0.09239898,1.085120807,0.492900465,0.787570403,7.397722073,-0.596627714,-0.369598863,7.369470116,6.576991197,6.297363754,0.424053535,-0.096332234,-0.157227465,0.474822466,0.015313367,-0.054003057,0.235436724,0.046270252,-0.157441135,0.21733152,0.050653328,-0.157462665,-0.007603806,0.339918022,-0.135927425,0.4605981,0.379696669,-0.152206714,0.290274107,0.187205472,-0.201239847,0.271506884,0.190453701,-0.201042914
4744,-0.26280686,-0.039881337,-0.450296417,-0.370961401,-0.065376987,-0.654317254,-0.479115941,-0.090872637,-0.858338091,-0.538352826,0.189482191,-1.885784687,-0.59761969,-0.144141527,-0.695025983,-0.430172878,-0.287543953,-0.002508821,-0.283347872,0.815356621,-0.18323903,-1.432099531,0.47704184,-0.611538697,0.237529415,0.439773095,-0.220957221,0.254322461,0.144835862,0.489621492,0.331235807,0.907431217,0.002229422,0.97774762,1.831797479,0.271447058,5.176339718,0.680028772,0.298791802,9.142038123,6.091330683,0.254574225,0.352385405,0.889649277,-0.02226495,0.778600407,-0.262843518,-0.296601314,0.404709985,-0.020277756,-0.426972284,0.390946992,-0.053660793,-0.368197326,-0.226794091,0.247027897,-0.237821162,0.680567467,0.048159262,-0.282639253,0.426024121,0.171243578,-0.394553679,0.359858418,0.091555726,-0.348224721
4745,-0.11590294,0.046631785,0.256260212,-0.175032706,0.065519172,0.370053843,-0.234162472,0.084406558,0.483847475,-0.277249995,0.095108759,0.567377732,-0.262747324,0.112067942,0.454265589,-0.276790059,0.077621999,0.240993061,-0.14045334,0.99930015,0.036220024,-1.353355663,0.911145357,-0.388160813,-0.113740223,0.366761657,-0.596923057,0.555802067,0.52725902,-0.269819547,0.263633159,1.023051466,-0.008537703,0.575243856,0.621588071,-0.293490368,3.347136887,0.791816126,0.1137354,7.995591144,5.031061802,-0.450143554,-0.20142615,1.222392182,0.175438679,0.719832569,-0.559011985,-0.18376659,0.325249479,-0.037291024,-0.340731237,0.302362129,-0.029820913,-0.340413039,-0.340145575,0.495408171,-0.275556846,-1.091305365,-0.333663907,-8.845709075,0.52233418,0.195750286,-0.325189911,0.498886432,0.197100199,-0.32473745
4746,-0.031398172,0.283777432,0.081542269,-0.053990342,0.407567738,0.117718198,-0.076582513,0.531358043,0.153894127,-0.097059794,0.625375973,0.180136593,-0.0833573,0.487374835,0.218285757,-0.122773406,0.171418195,0.289005121,-0.024790133,0.673547915,0.419629479,-1.108608186,0.696852402,0.097323682,-0.809615674,0.832047988,-0.370431211,0.181715982,0.441318558,-0.285562646,-0.02856001,0.688482696,0.010324019,-0.4934594,-0.51198446,-0.703385332,2.507315268,-0.460988658,-1.566067794,5.69109433,5.313246219,0.046401011,-0.93533557,0.694732106,0.268223109,0.345642662,-0.814771502,0.015457987,0.280848876,-0.173381764,-0.139432005,0.255742557,-0.16196551,-0.139019338,-0.034766779,-0.295243928,-0.059318375,0.217824338,-0.050125763,-8.800813144,0.397029167,0.022155306,-0.247555178,0.369153868,0.026077459,-0.247173616
4747,0.017747272,0.212485296,0.014492548,-0.04043933,0.302456202,0.041166238,-0.098625932,0.392427109,0.067839927,-0.028542346,0.831483625,-0.242617322,-0.034412194,0.390375842,0.08840192,-0.072480765,0.281569338,-0.014533505,-0.351671195,0.116783648,0.17870471,-1.552685671,-0.029851286,0.325199938,-1.451174807,1.008694607,-0.035258886,-0.144859934,0.07896619,-0.518757231,-0.364890003,0.098901083,-0.142773044,-0.508041066,1.145803108,-0.781076619,1.756274507,1.546902913,-1.609256753,3.866530138,4.571459406,-0.383608349,-1.142663966,0.033011287,0.137601029,0.207152126,-0.699749537,0.064028914,0.170293931,-0.240496018,-0.046421326,0.180343639,-0.230097189,-0.102168994,0.39519738,-0.674237499,0.016057752,1.898583639,-0.112821998,-0.169755077,0.251975684,-0.19993779,-0.065858534,0.341984967,-0.082664681,-0.06762171
4748,-0.046370817,0.162690063,0.01382521,-0.074079494,0.233349039,0.020010184,-0.101788172,0.304008015,0.026195158,-0.120261367,0.38321542,0.028027958,-0.011007505,0.420476351,0.002637138,0.132055432,0.476842779,-0.046781733,-0.52521348,-0.271048363,-0.10565943,-1.199186259,0.220371026,0.65487772,-1.644515374,1.366945508,0.547349875,-0.557117658,0.454175964,-0.812630388,-0.497655169,-0.305354639,-0.165999953,-1.072199804,2.198012405,-1.058153137,1.300480852,4.107896102,-1.070614642,2.269539227,5.430009292,-0.086448359,-1.008979381,-0.016436647,0.094806126,-0.058312445,-0.342533225,0.072038192,0.076610396,-0.001506233,0.082446093,0.051395306,0.017307533,0.082423571,0.824271116,-0.77128952,0.091068825,0.025723839,-0.375390378,0.059403713,0.146698412,-0.007149888,-0.028085603,0.114945967,0.002325895,-0.028393977
4749,-0.083415301,0.37522088,-0.128686005,-0.127345456,0.541125522,-0.185708645,-0.17127561,0.707030163,-0.242731285,-0.206008196,0.854748495,-0.284238189,-0.1215985,0.691855987,-0.302825582,-0.025797589,0.37403476,-0.333439353,-0.446035061,-0.435714634,-0.00421843,-0.865958143,0.053498545,0.8015697,-2.291754496,1.473905277,0.930750334,-1.251956199,1.268042434,-1.198050862,-0.594507394,-0.5122543,-0.138778984,-1.647560197,1.870981922,-0.983068624,1.079180134,5.199775502,-0.391761029,0.46997233,6.221737222,-0.371410624,-0.666496249,-0.233802703,-0.02779907,-0.321296216,-0.094903939,-0.010334619,0.016400561,0.170844237,0.021211682,-0.008110946,0.19038416,0.021226195,0.465023571,-0.561563084,0.011216051,-0.177044621,-0.363994443,0.030049397,0.007748885,0.012300107,0.011737896,-0.023280656,0.023723766,0.011425418
