Frame,L5 x,L5 y,L5 z,L3 x,L3 y,L3 z,T12 x,T12 y,T12 z,T8 x,T8 y,T8 z,Neck x,Neck y,Neck z,Head x,Head y,Head z,Right Shoulder x,Right Shoulder y,Right Shoulder z,Right Upper Arm x,Right Upper Arm y,Right Upper Arm z,Right Forearm x,Right Forearm y,Right Forearm z,Right Hand x,Right Hand y,Right Hand z,Left Shoulder x,Left Shoulder y,Left Shoulder z,Left Upper Arm x,Left Upper Arm y,Left Upper Arm z,Left Forearm x,Left Forearm y,Left Forearm z,Left Hand x,Left Hand y,Left Hand z,Right Upper Leg x,Right Upper Leg y,Right Upper Leg z,Right Lower Leg x,Right Lower Leg y,Right Lower Leg z,Right Foot x,Right Foot y,Right Foot z,Right Toe x,Right Toe y,Right Toe z,Left Upper Leg x,Left Upper Leg y,Left Upper Leg z,Left Lower Leg x,Left Lower Leg y,Left Lower Leg z,Left Foot x,Left Foot y,Left Foot z,Left Toe x,Left Toe y,Left Toe z
7233,0.381576539,-0.282788699,0.018820313,0.550056661,-0.40327808,0.027174444,0.718536784,-0.523767461,0.035528574,0.798643536,-0.529316993,0.05385311,1.022148336,-0.414013235,-0.006567752,1.316546425,0.036453577,-0.092366873,1.142535017,-0.661657102,-0.080953902,1.00895782,-0.042018729,-0.697956814,0.888808817,0.409371579,-0.392730509,2.467830108,3.516482368,1.048863562,1.201701973,-0.592138227,-0.085286315,1.852088816,0.245718685,0.44156878,1.048455086,3.901475156,0.900951827,1.926683361,0.77612162,0.642323656,-1.585873904,0.274412657,-0.189027906,3.138014771,3.635815889,1.353284405,4.101048828,1.401862881,3.076987597,3.717386596,1.27180894,3.166977858,3.411006652,-0.155168091,0.649368323,2.145422444,0.322795514,1.195702645,1.384018261,0.585994921,1.391987802,1.382530526,0.583828764,1.391534339
7234,0.089379151,-0.202172272,-0.040405115,0.269868957,-0.360798245,-0.017137575,0.450358763,-0.519424218,0.006129966,0.625767935,-0.747378677,0.070958725,0.744669274,-0.452241354,-0.179957831,1.056671584,-0.156721761,-0.54420017,1.122804415,-0.745827357,-0.264302142,1.357093532,-0.390498382,-1.154798362,0.332766563,1.243288607,-1.370076607,2.133817348,3.411523527,0.811840553,0.770821076,-0.816327949,-0.307848191,1.477976277,-0.104402544,-0.014766499,0.966331277,3.767221436,0.007638367,1.728834859,0.906030716,-0.112070575,-1.143388459,-0.132896322,-0.528604062,0.134546127,5.211684378,2.1423094,4.78518716,0.502475463,2.607630146,4.716807523,1.422681889,3.28172999,0.893394651,0.094218164,0.333816185,2.511958003,0.183430191,0.995346061,1.110309108,1.053371908,1.227995014,1.086195521,1.113682965,1.084288476
7235,0.165801944,-0.235722688,-0.001534505,0.237178376,-0.336256238,-0.002255184,0.308554808,-0.436789787,-0.002975864,0.328891877,-0.426461618,0.007403573,0.576649372,-0.685988813,-0.202082059,0.922776086,-0.942016294,-0.558673488,0.932012081,-0.700924725,-0.235369292,1.166097611,-0.008948033,-1.163562209,0.655147572,2.086017586,-2.043581148,1.209840174,2.910361909,-0.51119818,0.49847364,-0.643415154,-0.02704012,1.321369392,-0.351571576,-0.042694543,1.019798422,3.115383015,-0.255976499,1.436504749,1.03178734,-0.30187278,0.332302819,-0.958990835,0.440807835,-0.559769794,3.981579265,1.83560957,4.006039506,0.96990897,3.992197934,3.575107213,0.767114783,4.086108968,0.868896183,0.1748148,0.127502213,1.98943444,0.989109911,0.621222694,1.164853862,0.454842082,1.124387275,1.143642562,0.44466901,1.124969721
7236,0.224152,-0.426853601,-0.02034932,0.319626309,-0.613367268,-0.029384226,0.415100619,-0.799880934,-0.038419131,0.456246812,-0.851770508,-0.031279771,0.634980078,-1.061791311,-0.091266439,0.855496395,-1.214651397,-0.160358611,0.73658111,-0.954489522,-0.428961831,0.842602372,-0.440618792,-1.435413402,0.794231891,2.063472043,-2.324292288,2.479512225,2.700034885,-1.073425068,0.78461144,-0.912778943,-0.115054307,1.248109737,-0.585229487,-0.109224211,1.214130263,1.454516676,-0.172792778,0.992841393,0.732715347,-0.271725475,1.844939131,-4.56515142,1.413026512,-2.072808228,2.487758758,2.047210201,5.923846564,-0.907885451,2.300937703,5.49205758,-1.195397865,2.444521456,0.583277021,0.44779995,-0.011746866,1.901749716,0.923318676,0.490714959,0.808189617,0.643212296,0.80212199,0.779063052,0.626193686,0.802763263
7237,0.116556152,-0.247696331,0.220667399,0.156168351,-0.408359376,0.297982399,0.195780549,-0.569022421,0.375297399,0.216947136,-0.654901747,0.406537025,0.413209121,-0.698619341,0.383079532,0.689266472,-0.714905038,0.255554609,0.463011452,-0.832767823,-0.433333581,0.334689594,-0.117433939,-1.542796366,1.957534476,2.952771686,-2.342092714,2.565862604,2.381999645,-1.905424399,0.360234436,-0.362611449,0.082449613,1.157989092,-0.465174541,0.010489355,1.221990644,0.397074039,-0.232250595,0.830739033,0.560680967,-0.217598799,3.286198058,-5.640077669,2.126130299,-2.745427023,1.337683695,1.65501218,5.914582333,-0.420067127,-1.979688069,6.39462749,0.174533498,-0.89503741,0.08604451,0.339149643,-0.088197752,1.74777291,0.806382225,0.542236337,0.88513261,0.589299181,0.763199725,0.882219711,0.602161411,0.846163182
7238,0.146896664,-0.365146914,-0.010317432,0.204650121,-0.521233504,-0.015102847,0.262403577,-0.677320095,-0.019888262,0.278015788,-0.705618393,-0.01232173,0.400702734,-0.857967589,0.015903515,0.518036219,-0.899497487,0.099180735,0.309529428,-1.173106674,-0.872703974,0.38684218,-0.656970704,-1.828909823,2.237668455,2.856584305,-2.735735595,2.85738824,-0.027564072,-3.291565618,0.338668302,-1.176355846,0.011227581,1.035681664,-0.89983861,0.01678049,1.561835832,-0.153942399,-0.308205955,0.635156107,0.008450556,-0.434391722,0.881041577,-0.067665982,1.495385634,-3.585700279,-0.50780148,2.171126443,2.782632124,1.322937883,-7.776602617,2.763501193,1.145541188,-7.766074641,-0.589629317,0.095853095,-0.491190256,1.286324609,0.732598764,0.000996152,0.852786378,0.330291913,0.226502012,0.809644503,0.308611895,0.227501036
7239,0.103761972,-0.451677519,0.020229638,0.141555217,-0.645376053,0.02911475,0.179348462,-0.839074586,0.037999862,0.176997985,-0.903025988,0.053978406,0.214744775,-1.178532809,0.12869841,0.170323812,-1.46061271,0.297415529,0.318930305,-1.75039219,-0.422153446,0.863947591,-1.692377855,-1.4380805,1.296425002,0.411824472,-2.913676674,3.722652464,-0.745443114,-2.91284595,0.128851171,-1.460299114,0.098599859,0.614679234,-0.849614223,0.428168168,1.566869947,-1.185698874,-0.010440806,0.396746605,-0.526390737,-0.184559875,-2.009341725,5.018105868,-0.057919999,-6.284150536,-0.546095982,2.64996442,1.278396613,-0.342353989,-11.41616292,1.282165371,-0.441950407,-11.38739453,-0.481480753,-0.029721641,-0.344158203,0.647969341,0.397658066,-0.00339487,0.633629056,-0.032576229,0.041166326,0.588200415,-0.051898448,0.041593263
7240,0.012997412,-0.214224742,0.133745807,-0.021122545,-0.346060865,0.163816195,-0.055242503,-0.477896987,0.193886584,-0.056048281,-0.460031765,-0.010985274,-0.041796221,-0.972549792,0.305706186,-0.111847017,-1.531032518,0.367911139,0.21552003,-1.548306416,0.097107501,0.802615721,-1.61667891,-0.610282151,1.444774502,-0.282361746,-2.623955059,2.510521651,-1.068430009,-2.008730488,-0.088860159,-1.524542467,0.558576219,0.2454985,-1.270300096,1.07520537,1.472179856,-1.890018771,0.785450793,0.148200279,-0.809644456,0.501632529,-0.749141429,-0.20509187,0.62579955,-6.069062202,-1.904403268,1.763341419,0.883751279,3.097724713,-5.949349585,1.302269069,0.246606785,-8.159779518,-0.160999806,0.024497458,-0.098111318,-0.122905929,0.530147702,-0.085947397,0.324742687,0.200495576,0.015948283,0.367257488,0.082795603,0.19577545
7241,-0.170483943,-0.314774307,-0.143533199,-0.256773066,-0.444336686,-0.2071543,-0.34306219,-0.573899065,-0.2707754,-0.445954023,-0.620250982,-0.316498996,-0.414000178,-1.174437668,-0.156033769,-0.452563478,-2.045141985,0.159619181,-0.145107522,-1.522613821,0.153968786,0.210845205,-0.949616423,-0.5261006,1.489039435,-0.266406411,-1.906928933,0.42837699,-1.756000126,-2.08025088,-0.037541831,-1.5797856,0.235438871,-0.648607764,-1.529827995,1.167328828,0.558412908,-2.700295216,1.156456225,-0.456810978,-1.221895437,0.974397886,-0.436270659,-0.791888918,-0.352452904,-4.760396702,-3.644532148,1.554083173,4.391157923,2.561338235,-4.250190957,4.428611334,2.53133427,-4.23993251,-0.191090434,-0.378033728,-0.311846538,-0.612500705,0.202255473,-0.239427418,-0.190362624,0.171431656,-0.390937685,-0.228606127,0.156075265,-0.391132882
7242,-0.155747275,-0.232620081,-0.220994076,-0.235159975,-0.325189672,-0.318833556,-0.314572676,-0.417759264,-0.416673036,-0.414946859,-0.449374773,-0.488862419,-0.453641154,-1.25935343,-0.179996982,-0.605377375,-2.632018901,0.415794279,-0.075903144,-1.305420221,-0.215400228,0.211494579,-0.58086918,-0.32633064,0.882206613,-1.167705374,-0.814637137,-0.576797012,-1.719352072,-0.91266913,-0.365253243,-1.170418375,0.422071324,-0.715931431,-1.548098508,1.241774729,-0.265527902,-2.9272628,1.532694309,-0.850382642,-1.34064863,1.620269777,-0.978711983,-0.520785844,-0.514194952,-5.689058225,-3.174804144,1.434613048,3.542422648,-0.580933575,-8.687618976,3.52883491,-0.668744656,-8.719908379,1.806678186,-1.447657986,-0.271255859,-0.794784135,0.315065496,-0.130471384,-0.281908729,0.197173096,-0.294936989,-0.314665555,0.182167878,-0.295155331
7243,0.056793079,-0.070533615,-0.159045066,0.00465799,-0.136939108,-0.275917519,-0.047477098,-0.203344602,-0.392789972,-0.07591946,-0.33143015,-0.400631628,-0.149658995,-0.867027401,-0.199654815,-0.133270409,-1.738207181,0.319564329,0.271236037,-1.201940728,-0.335114251,0.76756762,-0.922541958,-0.198230186,0.932699996,-2.188391573,0.706384391,-0.439112528,-0.382702049,0.576137395,0.429244643,-1.526114834,0.178887108,-0.644675995,-1.082867017,1.295482855,-0.626081487,-2.459636691,2.031183319,-1.091699626,-1.146579266,2.11704169,-1.187552177,0.941545893,-0.306209054,-4.488621756,-2.763098055,0.473768007,2.222762001,0.811960473,-7.812109952,3.836893187,0.143286899,-6.59645619,0.123461128,0.384157254,0.075147179,-0.298160015,0.066258997,0.122129246,-0.135443166,0.479943572,0.015187493,-0.136857776,0.48230033,-0.020971126
7244,0.211871849,-0.23074093,-0.079148545,0.300725485,-0.324325695,-0.114214689,0.389579121,-0.417910461,-0.149280833,0.419909065,-0.471408293,-0.173977979,0.528997546,-0.616602644,-0.105581217,0.687518177,-0.830969439,0.027938419,0.720250726,-1.303195,-0.419563485,0.738695285,-1.222193734,-0.274228022,0.829350479,-2.065587448,1.581400509,0.133764442,1.046318687,1.524758943,0.69784825,-1.570904643,0.280131808,-0.566404004,-0.943634466,0.945560615,-1.183331545,-2.005455775,1.711954091,-0.954705172,-1.144314074,2.143446963,0.33273186,0.705979677,0.151039967,-5.490062328,-1.80595684,0.361211031,0.576237156,2.521402507,-7.282630638,0.642105104,2.495561491,-7.350065882,-3.832437609,1.872772566,0.421319409,1.043195738,-0.755273597,0.528048099,0.272220044,0.381555,0.353345614,0.240192724,0.364342015,0.35410058
7245,0.299883356,-0.399903024,0.264501946,0.43024393,-0.570749167,0.381899198,0.560604505,-0.74159531,0.49929645,0.639859201,-0.856724039,0.588590443,0.864753843,-0.824290644,0.404837528,1.266290802,-0.738989335,0.066388726,1.076196316,-1.367924992,-0.053069058,1.17698954,-1.424652512,-0.152276058,0.957432871,-1.019539332,1.327576462,1.22972816,1.421556609,1.431957785,1.078256399,-1.379712791,0.216104713,-0.467121471,-1.076666195,0.919296869,-1.190725508,-1.99832207,1.312709862,-0.745567741,-1.038698074,1.813185992,1.37197366,-0.535206689,0.904060196,-5.519804946,-1.814411648,0.094236172,1.452152655,1.845607082,-5.851702626,1.554934942,1.834497042,-5.927574058,2.628529909,-0.322263996,0.109561947,1.296457086,-0.302826179,0.646789596,0.807203023,-0.285375992,0.611969536,0.767285583,-0.297427386,0.613392398
7246,-0.05552083,-0.612501057,0.113232601,0.018596451,-0.883526475,0.208473967,0.092713732,-1.154551893,0.303715333,0.22072297,-1.771031237,0.759918157,0.401064451,-1.115806208,0.249818551,0.738305663,-0.802471086,-0.010580718,1.105570572,-1.462225201,0.579927254,0.829919401,-0.806529645,-0.14019535,0.437695884,-1.415911927,0.755296673,1.323516674,0.787837146,0.835012108,0.882995211,-1.43046106,0.295070099,-0.419803212,-1.199632683,0.7743105,-1.595675115,-1.476227503,1.046194429,-1.275486886,-0.827945784,1.529728466,0.835945835,-0.519675919,0.401802442,-4.356294536,-2.653435659,-0.158432389,1.811189169,1.214539729,-5.161700882,0.965350152,2.045744459,-5.203959948,-0.467126236,0.279215609,-0.013609018,0.356169016,0.153993214,0.139946478,0.511542808,-0.496934965,0.320227676,0.467943849,-0.36195358,0.445778052
7247,0.096533917,0.026636527,-0.254484726,0.134876852,0.043925712,-0.367550496,0.173219788,0.061214898,-0.480616266,0.196776759,0.085873231,-0.564764579,0.3435673,-0.223564478,-0.447860251,0.629662942,-0.812054669,-0.235132431,1.199091699,-0.487247407,0.779455703,0.884104646,-0.26793434,0.142841988,-0.401727839,-1.236966439,0.479859099,0.490195954,-0.004099485,0.390719416,0.960919133,-0.704968629,0.426349497,-0.242379855,-0.731811149,0.590960129,-1.804326134,0.018330003,0.799235286,-1.75479573,-0.241883089,1.062446493,-0.288848812,-0.105630178,-0.191522486,-4.299828716,-2.887408169,-0.551019503,2.116653544,0.67952629,-4.576836674,2.315866272,0.686025523,-4.675410793,-1.011271115,-0.076164584,0.066725026,-0.228482306,-0.28602525,0.228042272,0.31149985,0.055882348,0.368480325,0.268609048,0.048004374,0.369105272
7248,0.062392637,0.017350011,-0.057893398,0.084857948,0.031505765,-0.083241088,0.107323259,0.045661519,-0.108588779,0.122045844,0.064464756,-0.127316345,0.393393379,-0.102559298,-0.075835782,0.918172122,-0.441606993,0.013017448,0.723939364,-0.130058176,-0.125559599,0.598908185,-0.123982288,-0.03771193,-0.352318254,-0.317478805,0.111583739,-0.014234822,-0.447169562,-0.394501886,0.836278072,-0.183696755,0.066415562,-0.114559108,-0.222035102,0.089618467,-1.969399435,0.85210099,0.219935953,-1.868808604,0.216656539,0.419898193,-1.09128434,1.04305644,-0.978760255,-4.199795059,-2.417659949,-1.165675477,1.781420241,0.814690108,-3.577402139,2.048802238,0.830634878,-3.691850568,-0.096232509,-0.209358266,0.157092675,-0.35307952,0.261451497,0.107514752,-0.296860888,1.251466285,0.013749752,-0.335556762,1.245087728,0.013461018
7249,0.066445251,-0.02468012,-0.086743527,0.037288318,-0.030704726,-0.149869458,0.008131384,-0.036729333,-0.212995389,0.165735184,-0.370988687,-0.251654946,0.17654722,-0.039393892,-0.022620179,0.259669397,-0.160376403,0.325981973,0.147849272,-0.285628235,-0.360363081,0.204631672,-0.064946485,-0.514913741,-0.344368176,-0.281766957,-0.631381688,-0.490067983,-1.047585575,-1.114522006,0.049786605,-0.389970246,0.021423851,-0.148425282,0.026788464,0.249855306,-1.627026196,1.38494991,0.171727223,-2.010257994,0.500889917,-0.060449381,-0.165918765,1.768529352,-0.551624879,-3.767088111,-2.270283633,-0.987627646,1.170401287,0.694797463,-1.785946776,0.841261088,0.586871035,-2.419244873,0.576633944,0.428515996,-0.073712187,-0.051298909,0.975663902,-0.039311932,-0.260355845,1.013459538,-0.107197749,-0.258853256,1.016675928,-0.026205496
7250,0.144139037,-0.117137673,0.113550492,0.207196669,-0.160271894,0.165090741,0.2702543,-0.203406114,0.21663099,0.320799521,-0.229956185,0.255627194,0.315019483,-0.141966823,0.25717465,0.369262513,-0.02651204,0.254156892,0.436262085,-0.567308848,-0.165159953,0.580199046,-0.390330187,-0.588829119,-0.071552041,-2.061981276,-1.101827192,-0.686856265,-1.883957728,-1.02470168,0.360146004,-0.557080699,0.000473923,-0.251569135,-0.267804871,0.458056326,-0.873090289,1.657214758,0.461770309,-1.570880872,0.479925933,-0.057633263,1.644874591,0.559463324,0.482608817,-4.331026766,-1.3151165,-0.706667766,0.019004958,0.766225386,0.536835548,0.487187519,0.847469235,0.534046592,0.1135382,1.133677252,-0.073559492,0.457526993,0.725022459,0.045625754,0.181181081,0.793711084,0.070219382,0.144936813,0.789729506,0.070342978
7251,0.161324611,0.014489894,-0.100775321,0.234321307,0.030633186,-0.1443727,0.307318004,0.046776478,-0.187970079,0.365577836,0.062307117,-0.22062077,0.413451006,0.128199001,-0.10958403,0.585132719,0.201528497,0.087015353,0.309258604,-0.413497633,-0.393694989,0.444327077,-0.082347298,-0.834665,0.024182171,-2.912599034,-1.48969457,-1.953234123,-2.791349103,-2.060240196,0.263368474,-0.416676062,-0.261557075,-0.595456622,-0.041427069,0.201329233,-0.728960556,2.190357704,0.296782348,-1.4897737,0.549699228,-0.321871564,0.259056734,-1.234877093,0.429771936,-3.273106738,0.79477294,-0.998694009,1.438584741,1.091406891,1.186630129,1.971927888,1.208770477,1.166661806,-0.09095941,0.756618915,-0.194285336,0.568042984,0.918350425,-0.151136384,0.043791623,0.881025967,0.039041833,0.006198055,0.878676593,0.039164795
7252,-0.08249289,-0.060654981,-0.130092828,-0.057941504,-0.065707381,-0.155410887,-0.033390117,-0.07075978,-0.180728945,-0.015059077,-0.017193147,-0.281585911,0.193915737,0.130079463,-0.108735047,0.601656151,0.232812457,0.127244018,0.387068232,-0.374109236,-0.224814172,0.303690607,-0.132626599,-0.788903193,0.208037463,-2.303181141,-1.573993035,-1.577298304,-2.495608858,-1.28535986,0.133248849,-0.47090622,-0.240665224,-0.538823654,-0.100742281,0.124330547,-0.530147019,2.294411763,0.316482283,-1.234485753,0.414140251,-0.318508156,-0.313363843,3.39851243,-0.728452768,-1.711075592,2.574295343,-1.217461832,2.120459611,-2.770463885,3.367178237,0.880952011,-2.39200269,1.938297453,-0.134652118,0.452381889,-0.42279967,1.060301959,0.819873592,-0.285373759,-0.057790186,0.829988299,-0.079314628,-0.058659705,0.83092743,-0.092718829
7253,0.099433835,-0.030217113,0.017779517,0.148050624,-0.032604581,0.027074461,0.196667414,-0.034992048,0.036369406,0.243410384,-0.039463976,0.042265831,0.409847377,0.041142086,0.089326911,0.846008387,0.15070228,0.162302172,0.873604704,-0.268376639,0.145302322,0.47116146,-0.263273467,-0.435552258,-0.16780165,0.884337318,-0.78634206,-1.93552814,-1.360914633,-0.824702713,0.483929164,-0.234604463,0.099678247,-0.398913316,-0.080024724,0.719538443,-0.157292424,3.684876674,0.745600402,-1.167888297,0.287556758,-0.12173186,-1.345601281,-1.065979564,-1.022881973,-1.435626667,1.530325291,-1.030091854,-1.408826311,0.582727793,1.595796124,-0.934546022,0.731926534,1.670232878,-0.320295728,-0.292561536,-0.387074524,1.552587714,1.365823882,-0.230036149,0.352380048,0.996079287,0.147453961,0.306725345,1.000618099,0.149808176
7254,-0.003057969,-0.221958322,0.1323732,0.000802026,-0.310085355,0.19250635,0.004662022,-0.398212389,0.252639501,0.025628716,-0.469323981,0.296212695,0.370115481,-0.396891732,0.223267383,1.158627361,-0.293196308,0.068455811,0.927925045,-0.643904935,0.336618251,0.669642263,-0.529812669,0.095592686,0.066793105,-0.151583232,-0.405717764,-1.970709258,-1.091196771,-1.321255144,0.498930577,-0.529385896,0.42859963,0.065561869,-0.231968236,0.955278315,-0.350343337,3.189894072,0.576624884,-1.100741669,0.299895506,0.03171626,-0.248778092,-2.528493456,-0.224525409,-1.51520695,0.927383726,-1.19954253,-0.143742249,0.809742379,4.459235266,0.380155481,1.004077462,4.549908943,-0.617929462,-1.045014978,0.023453529,1.544061061,1.356382835,0.028501766,0.183581409,1.152286474,0.490370117,0.131853279,1.156884618,0.491928232
7255,-0.019950843,-0.668159343,0.019463424,0.012431487,-0.852103699,0.076547911,0.044813817,-1.036048055,0.133632399,0.332767931,-1.496671295,-0.01291602,0.435123344,-1.113412597,0.110308361,1.179370414,-1.083626951,0.029668228,0.948919044,-1.302248084,0.429828042,0.757225784,-0.468157451,0.121798197,-0.575466295,-0.273443428,0.344879396,-1.780349706,-1.244066145,-0.616283755,0.317781819,-1.293603635,0.27245517,0.704359022,-0.771688011,0.952653618,-0.36107297,2.28947769,0.514507444,-0.926388032,0.086669292,0.227248146,1.640406564,-1.750457645,0.707652092,-1.170359675,1.168120388,-1.386830806,0.228058988,-2.092388729,2.340791032,-1.086221207,-1.121413322,1.940483654,-0.544302683,-1.050734605,0.200807952,0.696966063,1.035197543,0.253998258,0.112339496,0.463085799,0.611771893,0.075299893,0.561556503,0.607423203
7256,0.227110308,-0.842160285,-0.088745806,0.332254357,-1.211402483,-0.127292783,0.437398406,-1.580644682,-0.165839761,0.544437529,-1.865754714,-0.19739062,0.659852771,-1.679200852,-0.114118888,1.064619011,-1.343537515,0.018085131,0.625992775,-1.235957553,0.161356768,1.081427253,-0.909512634,0.258154137,-0.022315606,-0.420380721,0.623028977,-0.850708581,0.515974585,-0.007686312,-0.010836002,-1.536296335,0.057796187,0.35943052,-1.155458782,0.545258279,-0.680994766,1.220528455,0.045742964,-0.850055143,-0.041865886,0.144878873,1.397692607,1.840469484,0.087661244,0.693895546,0.651751803,-1.581571556,0.251630756,-2.307657095,5.994636586,0.544588398,-2.08325697,6.152174855,-0.119622762,-0.825289817,0.21293147,-0.275378942,0.2922676,0.312460558,-0.501313817,0.543521966,0.30315972,-0.55668468,0.542294481,0.302490295
7257,0.129880623,-0.46670013,-0.012070383,0.193613303,-0.669775742,-0.016685913,0.257345982,-0.872851354,-0.021301443,0.335239346,-1.035954591,-0.028193774,0.412005496,-1.036200985,0.101471423,0.778010834,-1.045537373,0.322496116,0.562342849,-0.778132654,-0.036169299,1.05315723,-0.184095941,-0.007190332,0.550390505,-1.174718,0.385023535,0.53814911,1.329127483,0.268578959,0.12365062,-0.973672588,0.163173546,0.182739048,-0.459957896,0.24282105,-0.622153622,0.314343573,-0.246145933,-0.232384074,0.047747914,0.377364916,-0.518399313,2.694151346,-0.745262552,0.477055352,-0.045913859,-0.322951598,-3.274431677,2.401464361,-1.229591721,-2.885684995,2.65309659,-1.062229877,0.315741631,-0.921240251,0.391620289,-1.195949683,0.125797669,0.453255486,-0.502861309,0.395818221,0.27429978,-0.55478703,0.394509876,0.273142248
7258,0.21173727,-0.142502028,0.071005766,0.284480297,-0.344835486,0.054073851,0.357223325,-0.547168945,0.037141935,0.142530455,-0.314130362,0.114445859,0.549205899,-0.908911597,0.338169048,0.623295191,-0.898318133,0.770558738,0.315331686,-0.440838203,0.007767133,1.074107469,-0.277746367,0.049324735,2.014977179,-0.310468874,0.421087294,0.956711979,1.146042217,-0.87302143,0.391360718,-0.612719179,0.106586095,0.149162921,-0.489719792,0.083067064,-0.213993923,-0.434120293,0.089485001,0.05489595,-0.203569133,0.606334225,-1.292199636,1.456909385,-0.882519825,0.071203729,-0.428831824,-0.809729897,0.421907881,-1.22066569,4.711357417,-0.774192414,-1.084268128,2.888591892,0.11936989,0.342701793,0.523548376,-0.926034434,-0.206587775,0.464684828,-0.720315666,0.584836178,0.211661614,-0.776359695,0.748352545,0.339179416
7259,0.183674338,-0.200581634,-0.007507024,0.274429566,-0.287047059,-0.010250646,0.365184793,-0.373512484,-0.012994269,0.470583634,-0.457411045,-0.020936542,0.270286808,-0.610445396,0.398300316,0.240161051,-0.927332948,1.164839886,0.570054648,-0.214919861,-0.223972544,0.848039071,-0.22742017,-0.035065727,1.38433589,0.39516097,0.019100351,1.743722669,0.549426762,-0.17616132,0.403609127,-0.484543263,0.14688209,0.248227574,-0.732591454,0.472130778,0.216670021,-1.779978526,0.743912007,0.064004102,-0.61949548,0.79454563,-2.886221916,-1.385739719,-1.441124878,-0.839702499,0.528207722,-0.615855713,-3.107279343,3.544202707,4.248903704,-2.655701628,3.898295995,4.367846769,-0.567811132,0.904959057,0.468325519,-0.677951738,-0.111498126,0.384366179,-0.296784731,0.11338187,0.244895921,-0.342424821,0.119385217,0.244700571
7260,0.268200952,-0.259094638,0.03665283,0.39773299,-0.374839401,0.053635576,0.527265028,-0.490584164,0.070618321,0.664674044,-0.593241937,0.078513707,0.320680279,-0.685507856,0.561348422,0.087568399,-0.89132157,1.452039431,0.992565428,-0.606438954,-0.088550611,1.203569515,-0.080659346,-0.265288097,1.355986943,0.308841483,0.08994806,2.056525264,0.779997951,0.231349045,0.431819034,-0.732896274,0.496963871,0.135226877,-1.083229007,1.182298089,0.185614504,-2.94062014,1.234121056,-0.102043962,-0.904767592,1.211034737,-1.613284343,-0.125371664,-0.806672988,-1.528773327,-0.4767585,-0.445736041,-3.198957645,-0.101414793,-4.151924103,-3.126883351,0.159772106,-4.040676908,-0.64650939,0.119167758,0.307399539,-0.314798828,0.185809794,0.324950634,-0.409701481,0.553403169,0.370749729,-0.454714088,0.562983609,0.371045989
7261,0.542272814,-0.187001392,0.04971356,0.743430155,-0.29313549,0.05016974,0.944587497,-0.399269587,0.05062592,0.934634004,-0.335943902,0.227794904,0.783764571,-0.635943141,0.672807956,0.252927608,-0.852043468,1.817289544,1.823949838,-0.719813275,0.099938434,1.735821431,-0.156364407,-0.468796481,0.605279409,0.970652126,0.10870846,1.487987277,1.119455054,1.013797061,1.420692222,-1.065754833,0.669639053,0.408318632,-1.07860261,1.228241606,0.425691784,-3.220118583,1.685375731,-0.024271493,-1.159314445,1.735323254,1.21773563,-0.624428245,0.550690212,-4.776130068,-0.823424977,-2.369357873,-0.534322711,0.401834116,5.609225883,-2.160577588,0.389624649,3.259590643,-0.731230574,0.53974841,0.526835364,0.084374204,0.655442923,0.41255508,-0.229098584,0.592259678,0.425092554,-0.224728121,0.575285556,0.377791331
7262,0.28437739,-0.183658328,0.239372708,0.423904749,-0.27201031,0.34598989,0.563432109,-0.360362292,0.452607072,0.729500516,-0.439437257,0.520493971,0.540735213,-0.534357576,0.738029751,0.718903819,-0.753171798,1.093974597,1.841955182,-0.883220174,0.147520355,1.831110296,-0.485467381,-0.399614829,-0.410519935,-0.084435749,-0.224409433,-0.464721644,0.678349217,0.339961663,1.971669056,-0.893397701,0.334036565,0.41235448,-1.112974872,0.920522599,0.328037926,-3.643169724,1.753484827,-0.231423893,-1.625961198,1.588793766,3.216241586,-0.27161096,1.116063392,-2.269676794,1.60033668,0.196600851,-6.186422376,0.139307434,8.043169874,-6.055842905,0.598964866,8.047102456,-0.243546697,-0.330646504,0.301885848,0.315412602,0.755708065,0.267025683,-0.202785311,0.339258017,0.430551119,-0.250065899,0.35093802,0.43050868
7263,0.038811509,-0.202049976,0.394789466,0.067842582,-0.302066884,0.569545288,0.096873654,-0.402083793,0.744301109,0.194839494,-0.481915524,0.865789242,0.492750759,-0.662953844,0.372222911,1.556245201,-1.020414902,-0.63611977,1.031663708,-1.071516291,0.445685799,1.154451311,-0.181841568,-0.367541347,-0.426516096,-1.606660772,-0.485841968,-0.447297263,-0.072476473,0.172762423,1.291589637,-1.111785836,0.325026964,0.769965514,-0.575251619,0.213636743,-0.10866825,-2.633722072,1.185952555,-0.71695558,-1.417980137,0.809661258,4.102030379,1.459431528,1.529012324,-1.304417977,0.329338446,0.858529766,-7.305717879,0.372720476,-1.107358722,-7.27721228,0.869808058,-1.029810063,0.082633482,-0.732379497,0.134822485,0.628168261,0.635515207,0.173991023,-0.219879738,0.461131997,0.551614642,-0.274688952,0.47080645,0.553563598
