sp_columns
FFTE Feed tank level SP
FFTE Production solids SP
FFTE Steam pressure SP
TFE Out flow SP
TFE Production solids SP
TFE Vacuum pressure SP
TFE Steam pressure SP
FFTE Feed flow SP
FFTE Out steam temp SP
