delta_features
Delta FFTE Feed tank level
Delta FFTE Production solids
Delta FFTE Steam pressure
Delta TFE Out flow
Delta TFE Production solids
Delta TFE Vacuum pressure
Delta TFE Steam pressure
Delta FFTE Out steam temp
